tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,churn
20,61.72,556,4,3.8,two-year,0,4,9.0,organic,A,0
29,27.62,308,0,0.5,two-year,0,1,5.0,organic,B,0
47,111.51,520,2,0.0,month-to-month,1,4,10.0,ads,C,0
31,139.07,375,2,12.5,month-to-month,0,3,5.0,ads,A,0
37,68.74,239,2,8.5,month-to-month,1,1,4.0,ads,B,1
59,50.9,545,2,6.4,month-to-month,1,5,10.0,ads,B,0
60,80.49,375,2,0.0,month-to-month,1,5,5.0,ads,B,0
34,131.45,346,4,6.2,two-year,0,4,4.0,referral,C,0
7,99.26,639,3,4.4,one-year,1,1,4.0,ads,B,1
11,90.28,521,0,0.0,month-to-month,0,3,7.0,ads,C,1
23,143.99,740,3,4.0,one-year,1,3,10.0,organic,B,0
29,83.86,388,2,7.2,two-year,1,3,6.0,partner,B,0
35,47.54,458,4,8.8,one-year,0,4,4.0,ads,A,1
46,58.49,278,6,0.0,month-to-month,0,4,4.0,organic,B,0
22,83.09,528,6,8.2,month-to-month,0,3,3.0,organic,C,1
40,73.49,342,1,0.3,month-to-month,1,3,6.0,referral,A,0
40,74.98,265,2,7.1,month-to-month,0,5,8.0,referral,B,0
48,67.72,323,1,0.0,two-year,0,3,10.0,partner,B,0
39,143.45,427,3,6.0,month-to-month,1,1,6.0,partner,B,0
34,20.3,750,2,1.9,month-to-month,1,3,6.0,referral,B,0
3,98.33,439,5,10.9,month-to-month,0,2,3.0,organic,B,1
50,118.63,389,3,5.2,month-to-month,0,2,6.0,organic,A,0
56,92.36,515,1,0.9,one-year,0,4,9.0,organic,C,0
1,132.3,445,2,9.0,month-to-month,0,1,6.0,organic,B,1
46,144.75,212,4,4.3,month-to-month,0,4,5.0,organic,C,0
18,40.17,456,2,8.7,month-to-month,1,1,8.0,ads,A,0
22,66.55,587,4,2.8,month-to-month,1,2,9.0,organic,A,0
43,69.83,390,2,1.9,month-to-month,0,4,6.0,ads,C,0
58,138.05,454,1,0.0,one-year,1,3,8.0,organic,B,0
41,113.59,442,3,0.0,two-year,1,2,6.0,ads,C,0
38,129.15,557,3,0.0,one-year,1,5,7.0,ads,A,0
31,136.42,357,1,0.0,month-to-month,1,5,6.0,ads,C,0
42,21.63,386,4,3.1,one-year,0,2,8.0,partner,B,0
21,60.67,449,1,9.3,month-to-month,0,2,2.0,ads,A,1
72,43.89,349,2,0.0,one-year,0,4,7.0,organic,B,0
48,148.52,315,2,0.0,two-year,0,4,8.0,ads,A,0
27,66.46,503,1,6.6,two-year,1,2,9.0,ads,A,0
19,93.73,550,9,7.5,one-year,0,1,9.0,ads,A,0
31,32.18,339,7,4.5,month-to-month,0,3,4.0,organic,A,1
53,92.1,362,2,5.5,one-year,0,4,5.0,referral,C,0
39,119.6,420,6,4.4,month-to-month,0,2,1.0,organic,B,1
10,107.19,493,8,13.2,one-year,0,1,2.0,partner,C,1
15,93.0,375,0,7.1,month-to-month,0,3,2.0,organic,A,1
26,47.35,359,3,1.8,one-year,0,3,6.0,ads,B,0
32,108.46,482,2,4.6,month-to-month,0,3,5.0,partner,B,1
58,29.28,284,1,7.3,month-to-month,0,5,6.0,referral,C,0
34,36.33,383,4,8.4,month-to-month,0,1,5.0,partner,A,1
7,58.26,0,4,0.0,month-to-month,0,2,7.0,organic,B,1
21,52.14,429,6,1.9,one-year,1,2,6.0,referral,A,0
53,55.38,428,0,0.0,two-year,1,4,8.0,referral,C,0
36,69.44,446,4,0.0,month-to-month,1,3,5.0,organic,C,1
42,28.61,141,2,0.0,month-to-month,0,3,9.0,referral,B,0
56,76.69,323,1,3.6,one-year,1,2,10.0,referral,B,0
34,103.36,506,2,4.2,month-to-month,0,1,10.0,organic,B,0
38,100.29,720,4,3.4,one-year,0,1,6.0,ads,A,0
31,28.36,494,4,5.4,month-to-month,1,3,8.0,ads,A,0
23,66.64,675,1,6.0,month-to-month,1,3,9.0,organic,B,1
14,80.2,603,3,5.7,month-to-month,0,4,6.0,ads,C,1
19,34.97,457,5,5.8,one-year,1,3,5.0,ads,C,1
33,101.46,548,1,4.0,two-year,0,5,6.0,ads,C,0
46,115.66,656,5,0.0,month-to-month,0,3,7.0,referral,B,0
40,21.01,431,0,2.4,one-year,1,3,6.0,partner,B,0
40,128.2,276,1,4.2,one-year,0,2,7.0,referral,A,0
30,99.01,478,1,8.2,month-to-month,0,2,3.0,ads,C,1
40,20.69,391,2,1.3,month-to-month,0,4,8.0,referral,A,0
30,106.03,359,4,2.9,month-to-month,0,1,4.0,ads,B,1
51,126.11,428,2,8.1,month-to-month,0,4,6.0,partner,B,0
43,133.97,327,4,0.4,month-to-month,1,4,8.0,referral,A,0
28,84.68,359,2,2.0,month-to-month,1,3,7.0,ads,A,0
29,66.29,347,4,2.6,two-year,1,3,7.0,organic,A,0
63,64.63,361,0,0.9,two-year,0,3,7.0,organic,B,0
9,29.4,358,4,5.4,one-year,1,3,6.0,organic,B,0
58,53.24,600,3,3.0,one-year,1,4,5.0,ads,A,0
25,46.46,263,2,3.6,one-year,0,5,4.0,organic,A,0
51,102.16,561,3,0.0,two-year,1,4,10.0,organic,C,0
54,41.96,703,6,5.7,two-year,1,4,8.0,referral,C,0
57,110.92,292,0,2.9,month-to-month,1,2,9.0,ads,B,0
21,104.84,412,2,1.0,one-year,0,6,7.0,referral,A,0
7,82.01,405,2,5.2,one-year,0,3,2.0,referral,B,1
42,22.08,201,3,2.1,one-year,1,2,6.0,partner,B,0
71,68.77,483,4,0.0,one-year,0,5,8.0,organic,B,0
59,35.36,461,3,2.1,month-to-month,1,1,8.0,ads,C,0
34,124.46,564,2,5.6,month-to-month,1,2,6.0,ads,A,0
4,131.04,473,3,6.0,one-year,1,3,4.0,referral,A,0
33,25.63,445,1,5.6,month-to-month,0,3,4.0,referral,B,0
42,82.13,331,2,17.4,month-to-month,0,4,7.0,referral,C,1
16,116.89,181,0,9.0,two-year,0,1,2.0,organic,B,0
19,60.26,499,5,0.0,one-year,0,2,5.0,ads,B,1
55,90.11,622,4,1.5,month-to-month,1,4,9.0,organic,B,0
26,127.49,234,4,7.6,month-to-month,1,4,9.0,referral,B,0
64,74.04,513,5,3.0,month-to-month,1,3,8.0,partner,C,0
72,38.45,411,0,0.0,two-year,1,4,10.0,referral,B,0
30,139.9,294,5,0.8,two-year,0,3,5.0,ads,C,0
24,71.08,617,8,6.9,month-to-month,0,3,3.0,partner,C,1
47,65.94,459,1,0.0,one-year,1,1,8.0,organic,C,0
36,99.4,453,2,3.0,one-year,0,3,5.0,partner,B,1
58,127.73,223,4,3.2,one-year,0,1,7.0,ads,A,0
35,145.85,635,5,13.5,month-to-month,0,2,4.0,organic,B,1
44,102.71,329,2,6.0,month-to-month,0,3,6.0,ads,A,0
56,64.8,463,4,0.1,two-year,1,4,7.0,organic,C,0
31,76.99,549,2,5.6,month-to-month,0,1,8.0,ads,B,1
40,108.9,467,4,8.1,month-to-month,1,2,8.0,organic,B,0
47,145.79,531,7,5.5,one-year,1,2,5.0,organic,C,0
47,147.9,555,4,4.5,one-year,1,3,7.0,ads,C,0
35,107.05,725,4,12.1,one-year,0,3,8.0,ads,B,0
53,67.07,252,0,0.0,one-year,1,2,10.0,referral,C,0
43,76.64,421,2,5.1,one-year,1,4,5.0,ads,B,0
23,141.91,620,3,3.5,two-year,0,3,4.0,organic,B,0
23,114.81,415,1,0.0,month-to-month,1,5,4.0,ads,A,0
10,64.02,131,1,0.0,month-to-month,0,2,9.0,partner,B,0
13,87.0,607,2,2.6,month-to-month,1,4,8.0,ads,B,1
17,83.14,440,4,10.7,month-to-month,0,2,5.0,ads,C,1
25,129.69,289,4,4.3,month-to-month,0,2,5.0,ads,A,1
72,21.93,451,0,0.0,month-to-month,1,6,9.0,organic,B,0
45,115.59,490,1,7.1,month-to-month,1,3,8.0,referral,B,0
51,43.29,315,1,0.0,two-year,1,4,6.0,ads,C,0
45,60.78,405,3,1.3,month-to-month,1,3,7.0,organic,B,0
46,106.6,505,4,7.5,one-year,0,2,2.0,organic,C,1
27,125.44,298,3,3.9,one-year,1,4,9.0,ads,C,0
44,115.25,518,6,2.4,two-year,0,4,5.0,organic,B,0
19,56.41,641,6,10.0,one-year,1,1,1.0,ads,A,1
61,87.53,180,2,0.0,month-to-month,0,3,8.0,ads,C,0
72,60.94,446,1,0.0,two-year,1,1,8.0,ads,A,0
56,80.15,482,1,2.4,month-to-month,1,3,7.0,partner,A,0
71,99.8,440,1,0.0,one-year,1,6,9.0,referral,B,0
41,27.61,526,4,4.6,month-to-month,1,5,8.0,ads,A,0
45,144.51,463,1,4.0,one-year,1,4,8.0,organic,B,0
45,91.26,546,2,10.7,month-to-month,0,4,9.0,organic,C,0
53,77.47,528,1,1.1,two-year,1,5,8.0,referral,B,0
33,82.05,288,2,10.1,one-year,0,4,10.0,referral,B,0
54,128.5,225,0,0.0,month-to-month,0,2,7.0,referral,C,0
49,35.36,260,4,5.9,month-to-month,1,3,10.0,organic,A,0
25,137.69,636,3,2.5,month-to-month,0,1,8.0,organic,B,1
47,50.16,334,3,4.7,one-year,1,2,6.0,partner,B,0
36,109.81,438,1,4.3,month-to-month,0,3,8.0,referral,C,0
29,92.34,545,4,12.5,one-year,1,3,4.0,ads,B,0
49,119.22,408,4,0.0,month-to-month,0,1,6.0,ads,B,1
4,39.83,524,3,17.7,month-to-month,0,1,2.0,partner,A,1
54,126.19,506,2,0.0,one-year,1,2,7.0,partner,A,0
57,104.56,339,2,3.5,two-year,0,3,10.0,referral,B,0
15,121.22,269,3,7.9,one-year,0,2,4.0,ads,C,0
33,83.49,536,5,10.6,month-to-month,0,3,4.0,organic,C,0
21,127.62,481,1,0.0,month-to-month,0,4,6.0,ads,A,1
60,121.21,348,2,0.0,one-year,1,3,7.0,organic,A,0
58,41.93,557,1,7.6,two-year,1,4,8.0,referral,B,0
22,145.68,400,1,7.1,month-to-month,0,4,5.0,ads,B,0
59,146.33,458,4,0.0,month-to-month,0,3,6.0,ads,B,1
60,147.79,460,1,0.0,month-to-month,1,2,10.0,ads,A,0
38,32.82,365,3,3.2,month-to-month,1,1,8.0,ads,A,0
46,117.24,305,5,8.4,month-to-month,1,3,6.0,ads,C,0
52,103.2,605,2,2.2,month-to-month,0,5,8.0,partner,B,0
25,146.77,627,1,2.3,one-year,0,1,5.0,referral,C,0
49,99.18,316,2,0.4,two-year,1,4,6.0,organic,A,0
27,108.97,399,2,14.5,month-to-month,0,3,2.0,partner,A,1
7,27.0,510,5,13.4,month-to-month,0,3,4.0,partner,C,1
36,62.53,476,7,8.5,two-year,0,3,4.0,partner,C,1
72,102.07,626,0,0.0,month-to-month,1,4,6.0,referral,A,0
54,58.98,491,0,0.0,one-year,1,4,9.0,organic,A,0
57,75.81,455,2,0.0,one-year,1,3,6.0,referral,A,0
21,131.03,188,3,8.1,month-to-month,1,1,9.0,ads,B,0
1,146.03,184,5,7.8,month-to-month,0,4,3.0,partner,B,1
20,147.48,340,4,5.9,one-year,0,1,5.0,ads,A,1
28,85.58,366,6,5.3,month-to-month,0,1,5.0,partner,A,1
34,80.07,439,4,4.6,month-to-month,1,4,4.0,partner,C,1
37,76.28,539,3,5.5,one-year,1,3,10.0,organic,A,0
44,20.28,408,3,4.8,two-year,0,4,8.0,partner,A,0
55,100.47,353,1,0.0,one-year,0,4,10.0,ads,A,0
25,27.88,499,7,10.8,month-to-month,1,2,4.0,ads,A,1
25,139.17,379,3,0.0,one-year,0,3,4.0,organic,B,1
42,63.01,474,5,4.9,month-to-month,0,3,9.0,organic,B,0
26,86.73,288,2,0.0,one-year,1,5,9.0,referral,A,0
50,137.57,469,3,0.0,month-to-month,1,5,7.0,partner,A,0
5,111.95,352,7,2.4,month-to-month,1,3,10.0,ads,B,1
30,36.6,531,1,7.9,month-to-month,0,1,7.0,organic,B,0
25,110.01,391,3,4.5,one-year,1,4,5.0,ads,C,0
21,97.43,397,1,8.7,month-to-month,0,4,3.0,partner,C,1
21,122.34,325,1,10.2,month-to-month,1,2,5.0,ads,A,0
44,30.63,566,4,1.0,two-year,1,2,10.0,ads,C,0
20,144.7,458,1,10.2,one-year,0,3,6.0,organic,C,0
70,28.11,632,2,0.0,two-year,0,3,10.0,partner,A,0
55,80.83,450,4,0.0,month-to-month,0,3,8.0,partner,A,0
28,109.79,233,8,11.9,one-year,0,2,8.0,referral,B,1
29,113.91,533,3,0.0,month-to-month,1,3,7.0,ads,B,0
28,54.37,565,7,2.7,month-to-month,1,1,7.0,organic,C,0
23,103.36,379,6,9.2,one-year,0,4,7.0,organic,B,0
4,26.75,274,3,0.0,month-to-month,0,3,4.0,organic,C,1
30,64.85,663,1,1.3,month-to-month,0,2,7.0,ads,B,0
59,141.39,447,2,0.8,month-to-month,1,4,8.0,ads,A,0
48,79.57,557,1,5.9,month-to-month,0,4,10.0,referral,C,0
72,131.25,341,2,1.4,one-year,1,3,6.0,referral,A,0
25,38.97,459,1,0.3,month-to-month,1,3,2.0,partner,C,1
51,79.23,405,1,0.0,two-year,0,2,8.0,organic,A,0
19,99.39,398,2,2.4,month-to-month,0,1,7.0,ads,B,0
19,60.43,457,4,0.0,one-year,1,1,5.0,organic,B,0
5,147.31,84,4,6.7,month-to-month,0,1,2.0,ads,B,1
35,86.19,531,4,11.3,two-year,0,5,6.0,ads,B,0
30,56.07,533,6,7.3,month-to-month,0,3,3.0,referral,C,1
35,106.2,347,4,4.1,one-year,1,1,8.0,partner,A,1
58,129.99,481,1,0.0,month-to-month,0,3,6.0,organic,C,0
50,62.19,609,4,0.0,month-to-month,1,3,5.0,ads,A,0
49,78.74,360,7,7.5,month-to-month,0,2,7.0,ads,B,0
40,143.12,440,3,9.2,month-to-month,1,3,6.0,organic,A,0
26,37.81,346,6,10.0,month-to-month,0,3,3.0,ads,C,1
52,44.86,221,4,10.0,one-year,1,2,7.0,referral,C,0
38,149.82,379,4,5.0,month-to-month,0,2,7.0,organic,A,0
44,77.0,350,0,0.0,two-year,1,3,6.0,ads,A,0
44,92.68,482,7,0.5,month-to-month,1,4,6.0,organic,C,0
53,86.88,579,2,3.6,one-year,0,3,6.0,referral,A,0
3,102.02,460,7,7.8,month-to-month,1,2,2.0,partner,C,0
46,78.15,381,3,2.8,two-year,0,3,9.0,organic,C,0
68,65.77,341,2,3.2,month-to-month,1,3,8.0,organic,B,0
1,68.65,565,7,8.6,month-to-month,0,4,3.0,ads,B,1
9,100.75,558,1,8.2,month-to-month,1,2,4.0,partner,B,0
39,76.3,377,4,0.0,one-year,1,5,8.0,ads,B,0
49,74.77,456,2,9.3,month-to-month,0,2,9.0,organic,A,0
7,62.11,468,2,11.7,one-year,0,4,9.0,partner,B,0
30,127.23,329,7,6.1,month-to-month,1,3,6.0,ads,A,0
46,41.18,407,10,2.8,month-to-month,0,3,3.0,partner,A,1
38,98.66,314,1,4.6,month-to-month,0,2,6.0,organic,B,0
64,146.36,622,1,0.0,month-to-month,1,4,10.0,organic,A,0
18,45.22,290,7,8.0,two-year,1,3,4.0,partner,A,0
36,74.24,341,2,0.0,month-to-month,1,4,5.0,ads,B,0
39,113.32,501,6,2.0,month-to-month,0,1,4.0,ads,B,0
31,76.0,422,3,8.0,two-year,0,1,4.0,partner,A,0
28,21.32,403,2,7.1,two-year,0,2,6.0,organic,A,0
35,112.04,580,3,2.7,one-year,1,3,8.0,ads,B,0
70,113.25,467,2,0.2,month-to-month,1,2,8.0,organic,B,0
6,118.07,395,3,4.1,month-to-month,0,1,6.0,organic,C,1
44,86.26,365,3,3.4,month-to-month,1,1,5.0,referral,A,0
39,59.43,319,1,0.0,month-to-month,1,2,9.0,referral,C,0
36,121.45,329,1,2.3,two-year,0,6,6.0,organic,C,0
28,54.72,367,6,16.0,month-to-month,1,3,3.0,organic,B,1
10,46.23,364,3,3.1,two-year,0,3,6.0,referral,A,1
5,54.75,323,2,7.8,two-year,0,3,2.0,referral,B,1
59,53.05,525,2,0.0,one-year,1,2,10.0,referral,C,0
44,65.32,529,0,5.0,one-year,1,5,9.0,referral,B,0
58,149.2,302,0,8.3,one-year,0,4,6.0,ads,A,0
28,34.06,558,3,0.8,month-to-month,1,4,8.0,organic,A,0
45,77.04,341,4,6.3,one-year,1,4,2.0,ads,B,0
25,138.84,218,1,0.0,month-to-month,1,4,10.0,referral,B,0
48,20.88,283,1,0.0,two-year,1,4,10.0,organic,C,0
23,138.98,544,3,14.0,two-year,1,3,7.0,referral,B,1
61,33.18,575,5,2.9,month-to-month,0,1,7.0,referral,C,0
1,77.8,355,6,16.4,month-to-month,1,4,2.0,organic,C,1
33,48.56,503,3,12.5,one-year,1,1,4.0,partner,C,0
20,106.17,390,3,3.3,month-to-month,0,5,5.0,referral,B,1
71,147.94,701,1,0.7,month-to-month,1,5,8.0,referral,A,0
48,121.03,156,5,0.0,two-year,0,4,9.0,ads,C,0
32,117.89,483,2,7.8,month-to-month,0,1,5.0,organic,B,0
34,80.86,471,5,10.0,month-to-month,0,2,4.0,ads,B,1
32,94.85,669,1,5.1,month-to-month,0,5,8.0,ads,A,0
36,89.46,518,1,3.0,one-year,0,3,3.0,ads,B,0
34,67.81,185,8,6.1,month-to-month,0,2,9.0,ads,A,1
52,145.91,375,1,4.0,two-year,1,3,10.0,organic,A,0
52,134.84,484,0,0.0,one-year,1,5,10.0,referral,C,0
34,135.88,328,3,8.3,two-year,1,1,8.0,ads,B,0
46,53.87,399,4,4.6,month-to-month,1,4,8.0,organic,C,0
37,117.39,373,3,4.2,month-to-month,0,2,7.0,ads,C,0
36,92.56,354,6,0.0,month-to-month,0,4,9.0,organic,C,1
5,94.44,391,2,5.6,month-to-month,0,5,4.0,partner,B,1
60,41.61,411,2,3.4,two-year,0,2,8.0,ads,C,0
31,79.13,526,3,0.0,month-to-month,1,2,10.0,organic,C,0
53,84.07,336,3,5.4,two-year,0,3,2.0,partner,A,0
44,109.32,400,2,6.3,one-year,1,5,8.0,organic,B,0
22,98.22,516,2,11.5,one-year,1,4,8.0,referral,C,0
34,51.93,493,3,5.6,one-year,1,3,1.0,ads,B,1
47,28.41,204,1,1.7,one-year,1,4,8.0,organic,A,0
48,129.66,310,6,7.8,month-to-month,1,4,4.0,partner,C,0
20,100.21,339,2,7.1,one-year,0,2,6.0,referral,B,1
33,92.7,342,3,4.3,month-to-month,1,4,5.0,partner,B,0
15,43.97,393,2,0.0,month-to-month,0,4,5.0,ads,B,1
26,143.94,287,1,5.0,one-year,1,1,8.0,ads,C,0
1,110.77,92,5,14.0,month-to-month,0,2,3.0,ads,A,1
36,106.14,299,0,2.6,one-year,0,3,8.0,organic,B,0
26,68.36,536,3,8.1,month-to-month,1,2,7.0,ads,C,0
29,85.08,422,2,5.1,month-to-month,0,3,5.0,ads,C,1
52,118.95,360,3,6.3,month-to-month,1,3,7.0,ads,B,0
34,66.86,437,3,2.7,one-year,1,4,7.0,referral,C,0
71,143.13,429,1,0.0,one-year,0,3,9.0,referral,A,0
39,69.7,758,1,9.9,month-to-month,0,3,8.0,organic,A,1
51,66.73,518,4,1.6,month-to-month,1,4,7.0,referral,B,0
28,80.57,392,6,2.0,month-to-month,0,5,7.0,ads,B,0
9,95.42,538,0,0.0,one-year,1,6,8.0,referral,A,0
47,73.45,530,2,3.0,month-to-month,0,3,8.0,referral,A,1
30,41.19,384,1,2.9,month-to-month,0,2,3.0,partner,C,1
16,74.42,537,6,4.2,two-year,1,2,10.0,referral,A,0
14,101.2,579,4,3.4,month-to-month,0,1,2.0,partner,A,1
69,28.91,386,2,4.6,month-to-month,1,4,10.0,organic,A,0
24,137.03,265,0,1.1,one-year,1,6,8.0,referral,A,0
54,88.63,520,0,0.0,month-to-month,1,2,8.0,referral,B,0
36,91.64,395,6,0.0,month-to-month,1,2,6.0,ads,B,0
23,106.27,450,6,12.7,month-to-month,0,1,10.0,ads,A,1
33,62.8,512,6,1.0,month-to-month,1,3,6.0,organic,A,0
65,60.24,611,8,4.1,one-year,1,3,7.0,referral,A,0
19,51.87,367,5,9.8,month-to-month,0,1,4.0,organic,A,1
55,130.71,373,2,0.0,two-year,0,3,8.0,referral,C,0
30,98.8,468,3,9.6,month-to-month,0,2,5.0,ads,B,1
53,24.44,249,4,5.2,two-year,0,4,5.0,referral,C,0
53,62.66,366,1,2.7,two-year,0,4,10.0,referral,B,0
39,32.08,518,2,4.6,month-to-month,1,2,6.0,ads,C,0
5,38.21,429,4,2.2,one-year,1,2,9.0,organic,A,0
13,99.87,557,4,5.3,one-year,0,4,7.0,ads,B,0
2,28.56,353,3,16.3,month-to-month,0,1,4.0,ads,B,1
56,141.45,597,3,6.1,one-year,1,2,9.0,referral,B,0
50,113.75,427,3,0.0,two-year,1,4,10.0,ads,A,0
26,133.77,401,4,6.6,month-to-month,1,3,3.0,ads,A,0
22,149.3,537,4,9.0,one-year,0,3,8.0,ads,B,0
1,57.04,249,5,11.3,month-to-month,0,3,2.0,organic,A,1
48,117.73,358,2,14.0,one-year,0,3,6.0,ads,A,1
54,98.51,459,3,3.9,two-year,0,1,8.0,referral,A,0
72,142.94,483,1,0.0,two-year,1,5,4.0,ads,B,0
54,113.77,123,0,5.3,two-year,1,4,6.0,referral,A,0
39,90.49,316,3,0.0,month-to-month,0,3,8.0,referral,A,0
55,25.39,410,3,3.1,month-to-month,0,4,6.0,ads,A,0
19,65.23,407,2,11.6,month-to-month,0,4,7.0,ads,B,1
40,50.65,500,3,0.0,one-year,0,3,9.0,organic,B,0
29,43.51,375,3,0.2,month-to-month,1,1,9.0,ads,A,1
19,73.4,287,3,11.0,month-to-month,0,1,4.0,ads,C,0
16,86.23,491,4,6.6,month-to-month,1,1,8.0,organic,A,0
23,74.89,277,5,11.9,month-to-month,0,2,3.0,partner,B,1
5,55.78,352,3,10.0,month-to-month,1,3,6.0,referral,C,1
50,110.62,316,5,3.1,one-year,0,3,6.0,referral,B,0
12,59.15,357,5,11.0,one-year,0,2,7.0,ads,C,0
21,86.76,192,4,9.3,month-to-month,0,1,6.0,referral,A,1
70,127.47,363,1,1.5,month-to-month,1,4,8.0,referral,B,0
45,72.33,536,5,2.7,one-year,1,4,4.0,partner,A,0
64,148.38,392,1,5.6,two-year,1,3,8.0,ads,A,0
32,70.32,122,3,11.1,one-year,1,1,6.0,referral,B,0
29,65.8,226,2,0.0,two-year,0,3,3.0,organic,A,0
21,77.16,277,4,2.5,one-year,0,1,2.0,ads,C,1
32,65.14,388,3,0.0,one-year,0,4,7.0,partner,A,0
19,106.4,197,6,0.0,month-to-month,1,2,2.0,partner,B,0
45,119.76,480,1,7.8,month-to-month,0,4,7.0,ads,B,0
28,56.07,626,4,6.6,month-to-month,1,2,5.0,ads,B,0
9,37.22,562,3,4.7,one-year,0,1,6.0,partner,C,1
72,105.16,496,0,0.0,one-year,1,3,9.0,organic,A,0
39,47.29,537,2,8.8,one-year,0,1,9.0,referral,B,0
55,95.41,594,5,7.2,month-to-month,1,4,9.0,referral,B,0
9,95.01,495,5,11.3,month-to-month,0,1,1.0,partner,A,1
33,60.83,258,3,7.4,month-to-month,0,2,6.0,organic,B,0
44,107.14,587,2,1.1,month-to-month,1,5,9.0,ads,C,0
44,85.41,460,4,3.0,one-year,0,4,6.0,referral,C,0
27,20.29,359,10,12.0,month-to-month,0,1,2.0,ads,A,1
35,100.88,480,5,0.0,one-year,1,3,9.0,partner,B,0
15,61.4,373,2,8.9,month-to-month,0,1,4.0,ads,A,1
49,95.87,358,2,0.0,two-year,1,4,9.0,ads,B,0
5,81.66,657,1,10.0,month-to-month,0,5,3.0,ads,C,1
40,112.79,173,6,5.0,month-to-month,0,1,1.0,organic,C,1
13,39.57,397,3,3.3,one-year,0,3,8.0,ads,B,0
33,72.1,303,6,5.2,one-year,0,1,6.0,partner,C,0
21,66.89,305,2,3.0,one-year,0,4,7.0,referral,A,0
29,103.98,243,3,6.7,month-to-month,0,3,3.0,partner,C,0
28,66.27,397,4,13.2,month-to-month,0,3,2.0,ads,B,1
51,31.45,525,0,0.0,two-year,1,2,10.0,referral,C,0
2,59.24,487,3,7.9,one-year,0,1,5.0,organic,A,0
20,139.28,442,5,13.0,month-to-month,1,3,6.0,ads,A,0
34,133.06,382,2,0.0,month-to-month,0,2,8.0,organic,B,0
1,27.27,310,2,5.8,one-year,0,2,8.0,organic,B,0
43,116.01,422,5,9.8,two-year,1,2,7.0,partner,B,0
40,75.41,508,4,12.1,one-year,0,4,6.0,referral,A,0
32,96.01,375,0,6.9,one-year,1,5,6.0,referral,C,0
44,81.16,326,8,6.9,month-to-month,1,2,6.0,partner,A,0
24,116.31,622,0,6.0,month-to-month,1,3,5.0,referral,A,0
19,62.58,290,4,8.4,month-to-month,0,2,2.0,partner,A,1
19,111.82,535,2,9.5,month-to-month,0,4,8.0,organic,A,0
6,96.93,279,5,3.4,month-to-month,0,1,8.0,organic,A,0
5,134.38,336,1,13.4,month-to-month,0,1,6.0,partner,A,1
24,81.01,542,3,0.0,one-year,0,4,4.0,partner,A,0
33,81.48,453,10,10.7,month-to-month,0,1,8.0,organic,B,0
42,34.27,374,3,6.8,month-to-month,1,2,8.0,partner,A,0
51,26.93,622,4,0.0,one-year,1,3,8.0,organic,A,0
1,78.18,266,5,0.8,two-year,0,2,4.0,ads,A,0
48,89.62,490,7,11.1,one-year,1,3,6.0,ads,B,0
45,38.28,582,3,4.6,month-to-month,0,5,6.0,ads,B,0
49,134.69,425,5,3.5,one-year,0,1,10.0,organic,A,0
35,38.93,436,4,15.2,month-to-month,0,2,4.0,ads,A,1
53,100.76,450,2,3.1,one-year,1,3,4.0,ads,A,0
57,106.51,228,2,9.8,two-year,0,2,10.0,referral,A,0
31,68.9,330,4,16.0,one-year,0,1,5.0,referral,A,0
1,31.22,567,6,16.5,month-to-month,1,1,4.0,partner,B,1
57,73.86,315,0,4.2,one-year,1,1,8.0,ads,A,0
34,28.84,367,1,0.0,month-to-month,1,4,9.0,organic,A,0
67,22.46,255,4,4.5,month-to-month,1,2,5.0,ads,A,0
24,104.83,325,4,7.8,month-to-month,0,1,5.0,ads,B,0
14,84.15,498,4,5.6,month-to-month,0,4,4.0,partner,A,0
39,28.34,241,2,0.0,one-year,1,6,9.0,referral,A,0
28,98.12,189,5,3.0,two-year,1,3,9.0,referral,C,0
46,44.81,548,3,3.0,month-to-month,1,4,10.0,organic,C,0
40,98.07,420,4,8.4,month-to-month,0,4,5.0,partner,A,0
10,123.59,269,3,8.3,month-to-month,0,1,5.0,partner,B,1
28,111.28,488,5,1.7,two-year,1,1,5.0,ads,C,0
15,82.05,275,2,0.0,month-to-month,1,3,7.0,organic,B,1
51,23.19,391,2,2.3,two-year,0,4,5.0,organic,C,0
53,105.0,309,0,0.0,two-year,0,3,7.0,ads,B,0
44,145.48,180,2,1.2,month-to-month,1,2,5.0,partner,B,0
1,35.08,558,4,5.6,month-to-month,1,4,2.0,organic,A,0
34,33.88,325,3,8.4,one-year,0,4,6.0,ads,A,1
39,114.34,603,2,4.1,month-to-month,1,3,10.0,ads,A,0
48,115.7,434,4,6.1,one-year,1,2,8.0,organic,C,0
31,120.67,352,2,5.2,month-to-month,0,1,6.0,ads,B,0
72,145.96,278,0,0.0,one-year,1,4,10.0,organic,A,0
13,32.32,425,4,11.5,month-to-month,0,4,5.0,organic,A,1
1,64.68,485,2,8.7,one-year,0,2,6.0,referral,B,0
54,60.53,546,4,6.1,month-to-month,1,3,6.0,organic,B,0
47,50.05,497,1,0.0,two-year,1,6,8.0,referral,C,0
9,107.6,387,3,9.9,month-to-month,1,5,3.0,ads,B,1
32,63.93,489,1,2.5,two-year,0,3,5.0,ads,A,0
53,37.99,368,2,9.1,one-year,0,6,8.0,ads,A,0
